"Module"	"Gene1"	"Gene2"
"M1"	"POLR2I"	"MARCH3"
"M1"	"POLR2I"	"GSTCD"
"M1"	"POLR2I"	"LILRA3"
"M1"	"POLR2I"	"TBC1D23"
"M1"	"POLR2I"	"TMCO3"
"M1"	"POLR2I"	"DDX20"
"M1"	"POLR2I"	"DRG2"
"M1"	"ARL4A"	"EPHX2"
"M1"	"ARL4A"	"ITIH4"
"M1"	"ARL4A"	"FITM2"
"M1"	"CSTF2T"	"CKS2"
"M1"	"CSTF2T"	"CYP51A1"
"M1"	"CSTF2T"	"ST6GALNAC5"
"M1"	"TRIM37"	"MAPK10"
"M1"	"TRIM37"	"EPHX2"
"M1"	"TRIM37"	"HSPB7"
"M1"	"MALL"	"FNDC5"
"M1"	"ATXN2L"	"CYP11B2"
"M1"	"AKAP9"	"ATP1A2"
"M1"	"SLC25A1"	"SSTR2"
"M1"	"PDE6D"	"SRPX2"
"M1"	"PDE6D"	"SYBU"
"M1"	"REG1A"	"CRLF1"
"M1"	"REG1A"	"ZNF827"
"M1"	"REG1A"	"ATP1A2"
"M1"	"REG1A"	"SCO2"
"M1"	"REG1A"	"LRRC61"
"M1"	"REG1A"	"SLCO2A1"
"M1"	"NOLC1"	"MAST4"
"M1"	"NOLC1"	"FMO3"
"M1"	"MYOC"	"MAST4"
"M1"	"MYOC"	"FMO3"
"M1"	"STK19"	"FMO3"
"M1"	"STK19"	"SLCO2A1"
"M1"	"COPS7B"	"HIST2H4A"
"M1"	"NSMF"	"AOX1"
"M1"	"NSMF"	"FAM19A4"
"M1"	"NSMF"	"FMO3"
"M1"	"ADRBK1"	"FMO3"
"M1"	"PKN3"	"FMO3"
"M1"	"FAM84B"	"FMO3"
"M1"	"ATP6AP1"	"FMO3"
"M1"	"H3F3A"	"COL8A1"
"M1"	"H3F3A"	"ITIH4"
"M1"	"H3F3A"	"FMO3"
"M1"	"ANKRD54"	"MAST4"
"M1"	"NCDN"	"FMO3"
"M1"	"IMPDH2"	"ACAA2"
"M1"	"IMPDH2"	"C7"
"M1"	"IMPDH2"	"HSF4"
"M1"	"IMPDH2"	"CSDC2"
"M1"	"IMPDH2"	"INMT"
"M1"	"IMPDH2"	"FMO3"
"M1"	"IMPDH2"	"IL33"
"M1"	"IMPDH2"	"CYP11B2"
"M1"	"EXOSC9"	"MAST4"
"M1"	"EXOSC9"	"ITIH4"
"M1"	"EXOSC9"	"FMO3"
"M1"	"UHMK1"	"PER1"
"M1"	"UHMK1"	"ACAA2"
"M1"	"UHMK1"	"SCAND1"
"M1"	"UHMK1"	"KLHL32"
"M1"	"UHMK1"	"HERPUD2"
"M1"	"UHMK1"	"MMP7"
"M1"	"UHMK1"	"PHF17"
"M1"	"UHMK1"	"TTC3"
"M1"	"UHMK1"	"SLC15A3"
"M1"	"UHMK1"	"PPP1CB"
"M1"	"UHMK1"	"CHMP2B"
"M1"	"UHMK1"	"REM1"
"M1"	"UHMK1"	"ZNF827"
"M1"	"UHMK1"	"FOSL2"
"M1"	"UHMK1"	"TRIM23"
"M1"	"UHMK1"	"KIN"
"M1"	"UHMK1"	"NAA10"
"M1"	"UHMK1"	"DIP2A"
"M1"	"UHMK1"	"EFNB1"
"M1"	"UHMK1"	"DNAJB5"
"M1"	"UHMK1"	"RBM15B"
"M1"	"UHMK1"	"TESC"
"M1"	"UHMK1"	"SNAPC5"
"M1"	"UHMK1"	"ATP1A2"
"M1"	"UHMK1"	"MAPKAP1"
"M1"	"UHMK1"	"SUV39H2"
"M1"	"UHMK1"	"SOCS4"
"M1"	"UHMK1"	"SORBS3"
"M1"	"UHMK1"	"ZFP1"
"M1"	"UHMK1"	"CBX4"
"M1"	"UHMK1"	"RNF169"
"M1"	"UHMK1"	"NUP205"
"M1"	"UHMK1"	"PDCL"
"M1"	"UHMK1"	"NOA1"
"M1"	"UHMK1"	"MXD3"
"M1"	"UHMK1"	"ASF1A"
"M1"	"UHMK1"	"ALS2CR11"
"M1"	"UHMK1"	"CDK10"
"M1"	"UHMK1"	"PLEKHA1"
"M1"	"UHMK1"	"ST6GALNAC5"
"M1"	"UHMK1"	"FAM171A1"
"M1"	"UHMK1"	"NUDT15"
"M1"	"UHMK1"	"MCCC2"
"M1"	"UHMK1"	"WNT9B"
"M1"	"UHMK1"	"MSX2"
"M1"	"UHMK1"	"CYP27A1"
"M1"	"UHMK1"	"ASCL1"
"M1"	"UHMK1"	"ATP2B3"
"M1"	"UHMK1"	"TCEA2"
"M1"	"UHMK1"	"TMEM225"
"M1"	"UHMK1"	"RPL13A"
"M1"	"UHMK1"	"TBX3"
"M1"	"UHMK1"	"VWA8"
"M1"	"UHMK1"	"TOLLIP"
"M1"	"UHMK1"	"BOC"
"M1"	"UHMK1"	"LYPLAL1"
"M1"	"UHMK1"	"C2orf42"
"M1"	"UHMK1"	"KIF20B"
"M1"	"UHMK1"	"ELFN2"
"M1"	"UHMK1"	"CIB1"
"M1"	"UHMK1"	"SLC12A6"
"M1"	"UHMK1"	"FBXO16"
"M1"	"UHMK1"	"CHN1"
"M1"	"UHMK1"	"KLHL5"
"M1"	"UHMK1"	"AKR1C1"
"M1"	"UHMK1"	"NOTCH4"
"M1"	"UHMK1"	"ANKRD32"
"M1"	"UHMK1"	"GYPC"
"M1"	"UHMK1"	"CCNL1"
"M1"	"UHMK1"	"USH2A"
"M1"	"UHMK1"	"PTCHD2"
"M1"	"UHMK1"	"SERINC3"
"M1"	"UHMK1"	"FAM136A"
"M1"	"UHMK1"	"HHATL"
"M1"	"UHMK1"	"FLOT2"
"M1"	"UHMK1"	"DERL1"
"M1"	"UHMK1"	"UBE3C"
"M1"	"UHMK1"	"TCEAL5"
"M1"	"UHMK1"	"SMIM3"
"M1"	"UHMK1"	"PA2G4"
"M1"	"UHMK1"	"THBS4"
"M1"	"UHMK1"	"UBE3D"
"M1"	"UHMK1"	"RIF1"
"M1"	"UHMK1"	"AP5B1"
"M1"	"UHMK1"	"TUBB4A"
"M1"	"UHMK1"	"ACTL7A"
"M1"	"UHMK1"	"TLR5"
"M1"	"UHMK1"	"ZNF816"
"M1"	"UHMK1"	"PBX3"
"M1"	"UHMK1"	"SMC5"
"M1"	"UHMK1"	"FASTKD2"
"M1"	"UHMK1"	"SERPINB10"
"M1"	"UHMK1"	"CUL3"
"M1"	"UHMK1"	"ANKAR"
"M1"	"UHMK1"	"PKP4"
"M1"	"UHMK1"	"PLEKHB1"
"M1"	"UHMK1"	"STOX2"
"M1"	"UHMK1"	"NSDHL"
"M1"	"UHMK1"	"SSTR3"
"M1"	"UHMK1"	"SMPD2"
"M1"	"UHMK1"	"LRCH2"
"M1"	"UHMK1"	"WDFY4"
"M1"	"UHMK1"	"CNN2"
"M1"	"UHMK1"	"ASRGL1"
"M1"	"UHMK1"	"RIC3"
"M1"	"UHMK1"	"ABCG4"
"M1"	"UHMK1"	"GPR183"
"M1"	"UHMK1"	"TM9SF4"
"M1"	"UHMK1"	"CGRRF1"
"M1"	"UHMK1"	"TOMM40L"
"M1"	"UHMK1"	"GLRX"
"M1"	"UHMK1"	"GP1BA"
"M1"	"UHMK1"	"DSTN"
"M1"	"UHMK1"	"URB2"
"M1"	"UHMK1"	"DLK2"
"M1"	"UHMK1"	"BCL7C"
"M1"	"UHMK1"	"VMAC"
"M1"	"UHMK1"	"ZDHHC23"
"M1"	"UHMK1"	"CENPE"
"M1"	"UHMK1"	"COPG1"
"M1"	"UHMK1"	"CPSF7"
"M1"	"UHMK1"	"PAPOLG"
"M1"	"UHMK1"	"ZNF688"
"M1"	"UHMK1"	"PSMA3"
"M1"	"UHMK1"	"TUSC3"
"M1"	"UHMK1"	"RAX2"
"M1"	"UHMK1"	"AREG"
"M1"	"UHMK1"	"NLRP1"
"M1"	"UHMK1"	"CABP1"
"M1"	"UHMK1"	"MT1H"
"M1"	"UHMK1"	"IGSF6"
"M1"	"UHMK1"	"ZNF253"
"M1"	"UHMK1"	"ENTPD1"
"M1"	"UHMK1"	"CPEB4"
"M1"	"UHMK1"	"C9orf117"
"M1"	"UHMK1"	"VAMP5"
"M1"	"UHMK1"	"DNAAF1"
"M1"	"UHMK1"	"MPST"
"M1"	"UHMK1"	"SLN"
"M1"	"UHMK1"	"IGDCC3"
"M1"	"UHMK1"	"COPS2"
"M1"	"UHMK1"	"ABHD17B"
"M1"	"UHMK1"	"HCFC1"
"M1"	"UHMK1"	"GDPD5"
"M1"	"UHMK1"	"MYOG"
"M1"	"UHMK1"	"CRY2"
"M1"	"UHMK1"	"UPK3A"
"M1"	"UHMK1"	"CABYR"
"M1"	"UHMK1"	"CEP57L1"
"M1"	"UHMK1"	"NECAP1"
"M1"	"UHMK1"	"EML1"
"M1"	"UHMK1"	"ZNF701"
"M1"	"UHMK1"	"PHACTR1"
"M1"	"UHMK1"	"ZNF473"
"M1"	"UHMK1"	"NEURL1B"
"M1"	"UHMK1"	"TMEM259"
"M1"	"UHMK1"	"NIT1"
"M1"	"UHMK1"	"DIRAS3"
"M1"	"UHMK1"	"ZNF324"
"M1"	"UHMK1"	"RNMT"
"M1"	"UHMK1"	"OR1D2"
"M1"	"UHMK1"	"CFI"
"M1"	"UHMK1"	"PTCD3"
"M1"	"UHMK1"	"CLDND1"
"M1"	"UHMK1"	"ANKHD1-EIF4EBP3"
"M1"	"UHMK1"	"SAT2"
"M1"	"UHMK1"	"LRRC26"
"M1"	"UHMK1"	"TBX6"
"M1"	"UHMK1"	"WDR59"
"M1"	"UHMK1"	"SLC1A6"
"M1"	"UHMK1"	"CYC1"
"M1"	"UHMK1"	"ADCY10"
"M1"	"UHMK1"	"PEX6"
"M1"	"UHMK1"	"ZNF880"
"M1"	"UHMK1"	"MAGEB1"
"M1"	"UHMK1"	"PRKX"
"M1"	"UHMK1"	"LPO"
"M1"	"UHMK1"	"FAM46A"
"M1"	"UHMK1"	"TLCD1"
"M1"	"UHMK1"	"SLC35F3"
"M1"	"UHMK1"	"LMLN"
"M1"	"UHMK1"	"ZBED3"
"M1"	"UHMK1"	"TCERG1L"
"M1"	"UHMK1"	"CRTC3"
"M1"	"UHMK1"	"NMNAT1"
"M1"	"UHMK1"	"ALDH4A1"
"M1"	"F10"	"TIMP3"
"M1"	"F10"	"ITIH4"
"M1"	"F10"	"FMO3"
"M1"	"CHD6"	"SLITRK4"
"M1"	"CHD6"	"CSDC2"
"M1"	"CHD6"	"FMO3"
"M1"	"CHD6"	"EXOC6B"
"M1"	"CHD6"	"SLCO2A1"
"M1"	"CLIC2"	"FMO3"
"M1"	"FCHSD1"	"MERTK"
"M1"	"FCHSD1"	"CYP4F11"
"M1"	"FCHSD1"	"STC2"
"M1"	"FCHSD1"	"EGR1"
"M1"	"FCHSD1"	"FMO3"
"M1"	"FCHSD1"	"FAM171A1"
"M1"	"INTS10"	"CSF3R"
"M1"	"ARCN1"	"CYP17A1"
"M1"	"NGFR"	"CYP17A1"
"M1"	"PRLR"	"G0S2"
"M1"	"ZNF324B"	"USP53"
"M1"	"PER1"	"SLITRK4"
"M1"	"UPF3A"	"ZG16B"
"M1"	"PDE4A"	"SPP1"
"M1"	"CRLF1"	"ATP6V1H"
"M1"	"CRLF1"	"PYY"
"M1"	"CRLF1"	"ARIH1"
"M1"	"CRLF1"	"COBL"
"M1"	"CRLF1"	"SDAD1"
"M1"	"CRLF1"	"LPO"
"M1"	"CRLF1"	"KRT26"
"M1"	"CRLF1"	"GPD1L"
"M1"	"CRLF1"	"WDR88"
"M1"	"CRLF1"	"PAN2"
"M1"	"CRLF1"	"DNM1L"
"M1"	"CRLF1"	"NDST1"
"M1"	"CRLF1"	"ZFP64"
"M1"	"CRLF1"	"XIRP2"
"M1"	"CRLF1"	"IFNA14"
"M1"	"CRLF1"	"DOK4"
"M1"	"ASAH1"	"NGEF"
"M1"	"ASAH1"	"ACSS3"
"M1"	"SPAG1"	"ACSS3"
"M1"	"SPAG1"	"RELL1"
"M1"	"SFTPA1"	"NACC2"
"M1"	"MDM4"	"ACSS3"
"M1"	"P2RX7"	"NACC2"
"M1"	"XRCC4"	"NACC2"
"M1"	"XRCC4"	"ADAMTSL4"
"M1"	"NPC1"	"SP100"
"M1"	"NPC1"	"DSG1"
"M1"	"NPC1"	"SPINT1"
"M1"	"NPC1"	"RSPO2"
"M1"	"NPC1"	"PIK3CD"
"M1"	"NPC1"	"DPF2"
"M1"	"NPC1"	"FGF9"
"M1"	"NPC1"	"TTN"
"M1"	"NPC1"	"TOR1B"
"M1"	"NPC1"	"RILP"
"M1"	"NPC1"	"GTF2F1"
"M1"	"NPC1"	"GPR26"
"M1"	"NPC1"	"VPS33B"
"M1"	"NPC1"	"ZNRF2"
"M1"	"NPC1"	"HES5"
"M1"	"NPC1"	"CSTF3"
"M1"	"NPC1"	"ROCK1"
"M1"	"ZNF408"	"NACC2"
"M1"	"RFXANK"	"ATP5I"
"M1"	"ARFGAP1"	"NACC2"
"M1"	"DUSP3"	"PPP2R2C"
"M1"	"DUSP3"	"NACC2"
"M1"	"RFX3"	"NACC2"
"M1"	"RFX3"	"CEL"
"M1"	"KCNG2"	"NACC2"
"M1"	"KCNG2"	"MAST4"
"M1"	"KCNG2"	"SLCO2A1"
"M1"	"CEACAM1"	"NACC2"
"M1"	"CEACAM1"	"MAST4"
"M1"	"GPR50"	"NACC2"
"M1"	"GPR50"	"CEL"
"M1"	"TNNT3"	"MAST4"
"M1"	"NTN1"	"ACSS3"
"M1"	"NTN1"	"MAST4"
"M1"	"HOXA10"	"SNTB1"
"M1"	"HOXA10"	"COL4A3"
"M1"	"HOXA10"	"SPP1"
"M1"	"HOXA10"	"CKS2"
"M1"	"HOXA10"	"MAST4"
"M1"	"HOXA10"	"GPD1"
"M1"	"HOXA10"	"RNF152"
"M1"	"ACAA2"	"C1orf94"
"M1"	"ACAA2"	"TIGIT"
"M1"	"ACAA2"	"TGDS"
"M1"	"ACAA2"	"CASP12"
"M1"	"ACAA2"	"CCDC120"
"M1"	"ACAA2"	"EDN1"
"M1"	"ACAA2"	"GULP1"
"M1"	"ACAA2"	"RNASE7"
"M1"	"RAB13"	"HP"
"M1"	"RAB13"	"USP53"
"M1"	"RAB13"	"MKI67"
"M1"	"RAB13"	"WNK3"
"M1"	"RAB13"	"PRAF2"
"M1"	"RAB13"	"PON1"
"M1"	"RAB13"	"HPGD"
"M1"	"RAB13"	"MBNL3"
"M1"	"RAB13"	"EGFLAM"
"M1"	"RAB13"	"FBXO9"
"M1"	"RAB13"	"SCARA5"
"M1"	"RAB13"	"WDFY2"
"M1"	"CORO2B"	"ZBTB37"
"M1"	"ALOX15B"	"CENPF"
"M1"	"ACAD8"	"CDH23"
"M1"	"GYG2"	"ITGB8"
"M1"	"PBRM1"	"GIPC2"
"M1"	"RSPO4"	"CEL"
"M1"	"PCLO"	"CEL"
"M1"	"RASD1"	"CEL"
"M1"	"TRIM29"	"CEL"
"M1"	"IRF3"	"MAST4"
"M1"	"IRF3"	"CEL"
"M1"	"FIZ1"	"CEL"
"M1"	"APOE"	"SCYL1"
"M1"	"APOE"	"FAM184B"
"M1"	"APOE"	"TM4SF19"
"M1"	"CTSG"	"HP"
"M1"	"CTSG"	"NR1D1"
"M1"	"CTSG"	"CTNNA2"
"M1"	"C1orf109"	"MAST4"
"M1"	"CD209"	"MAST4"
"M1"	"CD209"	"SLCO2A1"
"M1"	"SCAND1"	"SEZ6L2"
"M1"	"SCAND1"	"MAST4"
"M1"	"THRAP3"	"PRAF2"
"M1"	"GAS2L2"	"SLC9A7"
"M1"	"VPS72"	"TPPP3"
"M1"	"CD2AP"	"ST6GALNAC5"
"M1"	"GNL1"	"MAST4"
"M1"	"TOP2B"	"MAST4"
"M1"	"KIF21B"	"TTLL3"
"M1"	"KIF21B"	"MAST4"
"M1"	"KIF21B"	"SLCO2A1"
"M1"	"ATP1A1"	"ATP1A2"
"M1"	"ATP1A1"	"TIMP3"
"M1"	"ATP1A1"	"MAST4"
"M1"	"MPP2"	"PPP2R2C"
"M1"	"MPP2"	"SLCO2A1"
"M1"	"GSC"	"CYP4B1"
"M1"	"MIIP"	"MAST4"
"M1"	"BMP2"	"FGF12"
"M1"	"RPL35A"	"TSPAN7"
"M1"	"RPL35A"	"TIMP1"
"M1"	"RPL35A"	"CYB5D1"
"M1"	"RPL35A"	"NHLRC2"
"M1"	"EPN3"	"DUT"
"M1"	"EPN3"	"USP45"
"M1"	"EPN3"	"ERN2"
"M1"	"EPN3"	"TMEM171"
"M1"	"UBR4"	"FABP3"
"M1"	"UBR4"	"ZBTB37"
"M1"	"PPP1R3C"	"SEMA3B"
"M1"	"PDE10A"	"ZBTB37"
"M1"	"EIF5A"	"ZBTB37"
"M1"	"YTHDF2"	"ZBTB37"
"M1"	"ARRDC1"	"ZBTB37"
"M1"	"SHFM1"	"ZBTB37"
"M1"	"IRF8"	"PCYT1A"
"M1"	"SHC1"	"ZBTB37"
"M1"	"RBX1"	"ZBTB37"
"M1"	"OTUD7B"	"ZBTB37"
"M1"	"ASAP1"	"ZBTB37"
"M1"	"SEPT4"	"UBTD2"
"M1"	"CCAR1"	"ZBTB37"
"M1"	"IL12RB1"	"ZBTB37"
"M1"	"LMO2"	"ZBTB37"
"M1"	"UPF3B"	"TYMP"
"M1"	"UPF3B"	"ZBTB37"
"M1"	"ASB12"	"PCDHA10"
"M1"	"NUDT7"	"STC2"
"M1"	"KTN1"	"ZBTB37"
"M1"	"RNF135"	"ZBTB37"
"M1"	"CARF"	"MCOLN3"
"M1"	"USF2"	"CKS2"
"M1"	"PAK4"	"EPHX2"
"M1"	"PAK4"	"CKS2"
"M1"	"FBXO34"	"HBA2"
"M1"	"ADIPOQ"	"TPD52L1"
"M1"	"ZNF259"	"HBA2"
"M1"	"KLHL32"	"TYMP"
"M1"	"CLCA1"	"ZNF337"
"M1"	"CLCA1"	"SLCO2A1"
"M1"	"ANKRD27"	"RAB3A"
"M1"	"ANKRD27"	"CKS2"
"M1"	"ANKRD27"	"MAST4"
"M1"	"ANKRD27"	"SLCO2A1"
"M1"	"ANKRD27"	"AKR1C1"
"M1"	"KCNK3"	"TGM3"
"M1"	"KCNK3"	"SLC25A42"
"M1"	"CCNB1"	"KCNJ9"
"M1"	"CCNB1"	"ACTR3"
"M1"	"RRAD"	"EPHA2"
"M1"	"CTDSP2"	"SEZ6L2"
"M1"	"PLB1"	"XPO1"
"M1"	"PLB1"	"SCN1A"
"M1"	"PLB1"	"NTRK1"
"M1"	"PLB1"	"NTMT1"
"M1"	"NR1H3"	"ZNF569"
"M1"	"NR1H3"	"SOAT2"
"M1"	"NR1H3"	"TRAPPC4"
"M1"	"NR1H3"	"NHEJ1"
"M1"	"NR1H3"	"CDKN2C"
"M1"	"NR1H3"	"TMEM74B"
"M1"	"CLIP3"	"KCNK2"
"M1"	"DGKA"	"HFE"
"M1"	"DGKA"	"CDCA4"
"M1"	"DGKA"	"FBXL13"
"M1"	"DGKA"	"PAFAH1B1"
"M1"	"DGKA"	"BTBD8"
"M1"	"MAOA"	"RPS4Y1"
"M1"	"MASP1"	"ZNF106"
"M1"	"CARD6"	"ISYNA1"
"M1"	"FMOD"	"ZKSCAN7"
"M1"	"ABCA1"	"BRI3"
"M1"	"ABCA1"	"RPL3L"
"M1"	"MRAP"	"ZNF764"
"M1"	"MRAP"	"METTL21B"
"M1"	"TRAPPC6B"	"RPS4Y1"
"M1"	"HERPUD2"	"PRSS1"
"M1"	"HERPUD2"	"KCNK2"
"M1"	"HERPUD2"	"LRG1"
"M1"	"TBL1X"	"PLAGL1"
"M1"	"CPNE4"	"KCNJ15"
"M1"	"CPNE4"	"SRPR"
"M1"	"CPNE4"	"TGFB1"
"M1"	"CPNE4"	"TSC22D2"
"M1"	"CPNE4"	"FBXL13"
"M1"	"CPNE4"	"HDAC4"
"M1"	"CPNE4"	"MGARP"
"M1"	"CPNE4"	"GLUL"
"M1"	"CPNE4"	"CACNB3"
"M1"	"CPNE4"	"TXLNB"
"M1"	"HIC1"	"MAPK4"
"M1"	"LSR"	"PDE4DIP"
"M1"	"LSR"	"SLC35B1"
"M1"	"LSR"	"CDC42SE2"
"M1"	"LSR"	"IFFO1"
"M1"	"RBM26"	"DUOX2"
"M1"	"RABL6"	"PLAGL1"
"M1"	"COL8A1"	"COPG2"
"M1"	"COL8A1"	"WDR74"
"M1"	"CRBN"	"MEGF6"
"M1"	"HLA-DRA"	"ISYNA1"
"M1"	"DESI1"	"TWIST1"
"M1"	"DESI1"	"PDGFD"
"M1"	"CSF3R"	"TTF2"
"M1"	"CSF3R"	"YTHDC2"
"M1"	"CSF3R"	"ORAI2"
"M1"	"RXRG"	"MARCH8"
"M1"	"SSTR2"	"FOXP2"
"M1"	"PIGF"	"ISYNA1"
"M1"	"SCMH1"	"USP53"
"M1"	"SCMH1"	"EDA"
"M1"	"CD300LD"	"CDH11"
"M1"	"CD300LD"	"VGF"
"M1"	"KIF13B"	"PCYT1A"
"M1"	"MDH1"	"TYMP"
"M1"	"CCL19"	"PPP2R2C"
"M1"	"CCL19"	"GPR182"
"M1"	"CCL19"	"TMEM150C"
"M1"	"PROP1"	"MIF"
"M1"	"SHPRH"	"KCNK2"
"M1"	"RIN3"	"VGF"
"M1"	"BANK1"	"KIF22"
"M1"	"BANK1"	"MAST4"
"M1"	"PPP1R3E"	"MAST4"
"M1"	"PPP1R3E"	"INMT"
"M1"	"PXN"	"INMT"
"M1"	"TBL1XR1"	"TPM2"
"M1"	"MAP3K10"	"TPM2"
"M1"	"LHX2"	"FAM156A"
"M1"	"SP100"	"CRISPLD2"
"M1"	"FAM124B"	"TPM2"
"M1"	"FAM124B"	"MAST4"
"M1"	"ZNF804A"	"GNRHR"
"M1"	"FBXL19"	"PPP2R2C"
"M1"	"RMDN3"	"INMT"
"M1"	"CDK12"	"FMO3"
"M1"	"NFKBIA"	"TPM2"
"M1"	"CCNDBP1"	"HSPB8"
"M1"	"CCNDBP1"	"INMT"
"M1"	"SETD6"	"RPS27"
"M1"	"SETD6"	"SMAP1"
"M1"	"HUWE1"	"SAA2"
"M1"	"CFB"	"TMEM107"
"M1"	"CFB"	"APOBEC3G"
"M1"	"CFB"	"FARSB"
"M1"	"CFB"	"CAMK2N1"
"M1"	"CFB"	"TMA16"
"M1"	"EFNA5"	"SMAP1"
"M1"	"PRSS1"	"MAT2B"
"M1"	"PRSS1"	"DCAF5"
"M1"	"PRSS1"	"DTX3"
"M1"	"PRSS1"	"NLK"
"M1"	"PRSS1"	"GNGT1"
"M1"	"PRSS1"	"HOXB8"
"M1"	"AKAP12"	"UIMC1"
"M1"	"AKAP12"	"GPX6"
"M1"	"DTX1"	"ANGPTL2"
"M1"	"DTX1"	"SLC30A1"
"M1"	"SGCE"	"GSTA3"
"M1"	"SGCE"	"IFI6"
"M1"	"SGCE"	"AMDHD1"
"M1"	"SGCE"	"DOC2B"
"M1"	"SGCE"	"TSKU"
"M1"	"SGCE"	"SESN3"
"M1"	"SGCE"	"PCDHA10"
"M1"	"SGCE"	"RBM6"
"M1"	"SGCE"	"ABO"
"M1"	"SGCE"	"FBXO9"
"M1"	"SGCE"	"SMAP1"
"M1"	"RNF32"	"DIRAS1"
"M1"	"RNF32"	"SFT2D2"
"M1"	"RRBP1"	"LPAR1"
"M1"	"CKB"	"LPAR1"
"M1"	"PEX1"	"CYP17A1"
"M1"	"PEX1"	"LPAR1"
"M1"	"NCKIPSD"	"LPAR1"
"M1"	"LONP2"	"NNMT"
"M1"	"LONP2"	"LPAR1"
"M1"	"ZCCHC17"	"RELL1"
"M1"	"ZCCHC17"	"LPAR1"
"M1"	"PDZK1"	"LPAR1"
"M1"	"APTX"	"NGEF"
"M1"	"APTX"	"LPAR1"
"M1"	"CCT6A"	"LPAR1"
"M1"	"PAIP1"	"LPAR1"
"M1"	"MAT2B"	"MERTK"
"M1"	"MAT2B"	"STC2"
"M1"	"ACVR1B"	"MARCH8"
"M1"	"GDF6"	"RORC"
"M1"	"TMF1"	"RAB30"
"M1"	"PLEKHG5"	"HDAC5"
"M1"	"SSTR5"	"RAB1A"
"M1"	"SSTR5"	"HNF1B"
"M1"	"SSTR5"	"AURKB"
"M1"	"THOC6"	"SEMA3C"
"M1"	"EIF3F"	"RAB30"
"M1"	"HIST2H4A"	"C7orf50"
"M1"	"DCC"	"JAK3"
"M1"	"MFGE8"	"RAB30"
"M1"	"SCAI"	"EGFLAM"
"M1"	"SCAI"	"RAB30"
"M1"	"GUCY1B3"	"EGFLAM"
"M1"	"CYP3A4"	"RORC"
"M1"	"PKP3"	"MVK"
"M1"	"KLF6"	"MAPK4"
"M1"	"KLF6"	"SRPX"
"M1"	"SMARCC2"	"NAV3"
"M1"	"SMARCC2"	"CDH19"
"M1"	"LEP"	"SOD2"
"M1"	"NPPB"	"POSTN"
"M1"	"NPPB"	"IL32"
"M1"	"SGMS1"	"HNRNPA1L2"
"M1"	"SCOC"	"PCDHA10"
"M1"	"SCOC"	"ABO"
"M1"	"PTPN5"	"SLITRK4"
"M1"	"PTPN5"	"EGFLAM"
"M1"	"GRK1"	"EGFLAM"
"M1"	"RFWD2"	"CDH23"
"M1"	"RFWD2"	"EGR1"
"M1"	"RFWD2"	"MAST4"
"M1"	"CACNA1B"	"EGR1"
"M1"	"CACNA1B"	"ENPP2"
"M1"	"CACNA1B"	"ZBTB37"
"M1"	"KPNA5"	"MYLK"
"M1"	"KPNA5"	"EGFLAM"
"M1"	"RPL18"	"SLITRK4"
"M1"	"RPL18"	"TIMP3"
"M1"	"RPL18"	"TAOK1"
"M1"	"RPL18"	"CSDC2"
"M1"	"GRM7"	"MERTK"
"M1"	"GRM7"	"CYP4F11"
"M1"	"GRM7"	"CLDN11"
"M1"	"GRM7"	"CYP11B2"
"M1"	"HOXA3"	"UBXN7"
"M1"	"HOXA3"	"DOC2B"
"M1"	"HOXA3"	"TMEM184A"
"M1"	"XPO1"	"ATP1A2"
"M1"	"XPO1"	"EGR1"
"M1"	"MED9"	"MAST4"
"M1"	"HOXD8"	"SULF2"
"M1"	"HOXD8"	"PLEKHA5"
"M1"	"HOXD8"	"INMT"
"M1"	"HOXD8"	"EGFLAM"
"M1"	"SLA2"	"DHRS13"
"M1"	"SLA2"	"SLC17A9"
"M1"	"NAT10"	"MERTK"
"M1"	"NAT10"	"SLITRK4"
"M1"	"NAT10"	"PLAGL1"
"M1"	"NAT10"	"STC2"
"M1"	"SCN5A"	"EGFLAM"
"M1"	"HECW1"	"CSDC2"
"M1"	"SCN1A"	"TIMP3"
"M1"	"SCN1A"	"TAOK1"
"M1"	"SCN1A"	"CSDC2"
"M1"	"SCN1A"	"DOC2B"
"M1"	"TRIM33"	"MAST4"
"M1"	"WDHD1"	"DOC2B"
"M1"	"TGM3"	"UBXN7"
"M1"	"TGM3"	"MARCH8"
"M1"	"TGM3"	"TIMP3"
"M1"	"TGM3"	"HTR2B"
"M1"	"TGM3"	"ASTN1"
"M1"	"TGM3"	"CSDC2"
"M1"	"PMAIP1"	"RPS5"
"M1"	"PMAIP1"	"CSNK1A1"
"M1"	"PMAIP1"	"NDRG1"
"M1"	"PMAIP1"	"TNFRSF21"
"M1"	"UBA6"	"CSDC2"
"M1"	"ZNF2"	"MYLK"
"M1"	"ZNF2"	"MERTK"
"M1"	"ZNF2"	"STC2"
"M1"	"ZNF2"	"EGR1"
"M1"	"ZNF2"	"OSBPL6"
"M1"	"ZNF2"	"AKR1C1"
"M1"	"ZNF2"	"FITM2"
"M1"	"NXF1"	"KIF5C"
"M1"	"NXF1"	"OSBPL6"
"M1"	"NXF1"	"CYP1B1"
"M1"	"DUSP22"	"AOX1"
"M1"	"SULT2A1"	"CDCA4"
"M1"	"SULT2A1"	"F8"
"M1"	"SULT2A1"	"CLDN6"
"M1"	"TRIM35"	"TPM2"
